# Forces      
# CofR        : (2.875000e-01 1.270000e-01 2.286000e-01)
# Time        forces(pressure viscous)	moments(pressure viscous)
86            	((3.608489e-01 -9.481696e-01 2.512264e+01) (3.237320e-03 3.664670e-02 7.151286e-01)) ((7.317752e-02 1.272805e-01 -2.485682e-03) (1.029350e-02 3.052549e-03 -7.617920e-05))
87            	((3.601573e-01 -9.426889e-01 2.505036e+01) (2.749939e-03 3.619907e-02 7.133896e-01)) ((7.168373e-02 1.284504e-01 -4.685707e-04) (1.021204e-02 3.036256e-03 -3.451696e-05))
88            	((3.576622e-01 -9.242499e-01 2.497649e+01) (2.218459e-03 3.579635e-02 7.115769e-01)) ((6.921809e-02 1.298477e-01 1.287452e-03) (1.013161e-02 3.019538e-03 2.977854e-06))
89            	((3.560803e-01 -9.133651e-01 2.492861e+01) (1.653857e-03 3.539823e-02 7.097275e-01)) ((6.811058e-02 1.305853e-01 1.750462e-03) (1.004929e-02 2.996906e-03 3.756592e-05))
90            	((3.569570e-01 -8.733706e-01 2.484334e+01) (1.078595e-03 3.503488e-02 7.078796e-01)) ((6.379112e-02 1.327240e-01 3.648413e-03) (9.961716e-03 2.969069e-03 6.783728e-05))
91            	((3.640176e-01 -8.271274e-01 2.475914e+01) (5.347892e-04 3.473576e-02 7.059858e-01)) ((5.917651e-02 1.348714e-01 5.045874e-03) (9.870857e-03 2.934971e-03 1.061536e-04))
92            	((3.767836e-01 -7.782816e-01 2.468167e+01) (2.477504e-05 3.442042e-02 7.040471e-01)) ((5.465493e-02 1.369280e-01 5.532364e-03) (9.770857e-03 2.893029e-03 1.429673e-04))
93            	((3.831086e-01 -7.564604e-01 2.463442e+01) (-4.363489e-04 3.414336e-02 7.020466e-01)) ((5.253426e-02 1.374526e-01 5.393350e-03) (9.676873e-03 2.845698e-03 1.845172e-04))
94            	((4.053859e-01 -6.989813e-01 2.456038e+01) (-8.612178e-04 3.386718e-02 7.000487e-01)) ((4.832477e-02 1.398377e-01 3.723748e-03) (9.580605e-03 2.787762e-03 2.200432e-04))
95            	((4.283667e-01 -6.434759e-01 2.449101e+01) (-1.248337e-03 3.362166e-02 6.980164e-01)) ((4.500321e-02 1.420715e-01 1.748805e-03) (9.483503e-03 2.732977e-03 2.478329e-04))
96            	((4.490341e-01 -5.955405e-01 2.443097e+01) (-1.597738e-03 3.339890e-02 6.959798e-01)) ((4.297105e-02 1.438018e-01 2.515641e-04) (9.387136e-03 2.675299e-03 2.675164e-04))
97            	((4.651304e-01 -5.588968e-01 2.438163e+01) (-1.934431e-03 3.317619e-02 6.939495e-01)) ((4.233259e-02 1.449382e-01 -3.992088e-04) (9.290679e-03 2.621282e-03 2.783820e-04))
98            	((4.762849e-01 -5.353760e-01 2.434135e+01) (-2.202693e-03 3.301819e-02 6.919295e-01)) ((4.299640e-02 1.454851e-01 -1.979102e-04) (9.204999e-03 2.566701e-03 2.894801e-04))
99            	((4.747669e-01 -5.411196e-01 2.431282e+01) (-2.417883e-03 3.281135e-02 6.899765e-01)) ((4.442142e-02 1.449602e-01 2.870817e-04) (9.120037e-03 2.506797e-03 2.925384e-04))
100           	((4.776573e-01 -5.460203e-01 2.427524e+01) (-2.581263e-03 3.260966e-02 6.880290e-01)) ((4.722670e-02 1.451150e-01 1.622291e-03) (9.046831e-03 2.456270e-03 2.933350e-04))
101           	((4.780201e-01 -5.631559e-01 2.424151e+01) (-2.668101e-03 3.241597e-02 6.861761e-01)) ((5.043466e-02 1.450608e-01 2.818904e-03) (8.979170e-03 2.404612e-03 2.889906e-04))
102           	((4.772021e-01 -5.885185e-01 2.421320e+01) (-2.712203e-03 3.221786e-02 6.843500e-01)) ((5.355837e-02 1.447848e-01 3.670817e-03) (8.919136e-03 2.363662e-03 2.785836e-04))
103           	((4.762332e-01 -6.169471e-01 2.418934e+01) (-2.698910e-03 3.206183e-02 6.825604e-01)) ((5.638881e-02 1.441984e-01 4.215617e-03) (8.873293e-03 2.330668e-03 2.700894e-04))
104           	((4.703220e-01 -6.395500e-01 2.416842e+01) (-2.678958e-03 3.183893e-02 6.808113e-01)) ((5.783768e-02 1.433350e-01 5.009752e-03) (8.830410e-03 2.299407e-03 2.548233e-04))
105           	((4.648021e-01 -6.768282e-01 2.413960e+01) (-2.626231e-03 3.161526e-02 6.790421e-01)) ((6.102129e-02 1.422955e-01 5.731793e-03) (8.804315e-03 2.275875e-03 2.433769e-04))
106           	((4.577152e-01 -7.146687e-01 2.410787e+01) (-2.520684e-03 3.137087e-02 6.773577e-01)) ((6.448170e-02 1.408229e-01 7.111182e-03) (8.781536e-03 2.246965e-03 2.263688e-04))
107           	((4.492734e-01 -7.483222e-01 2.407411e+01) (-2.424607e-03 3.111242e-02 6.757195e-01)) ((6.798358e-02 1.387896e-01 9.428234e-03) (8.764236e-03 2.221188e-03 2.073277e-04))
108           	((4.379845e-01 -7.733840e-01 2.403963e+01) (-2.344686e-03 3.085663e-02 6.741453e-01)) ((7.119286e-02 1.360499e-01 1.275722e-02) (8.757008e-03 2.191060e-03 1.897865e-04))
109           	((4.217569e-01 -7.877324e-01 2.400502e+01) (-2.280729e-03 3.055703e-02 6.726497e-01)) ((7.390814e-02 1.327188e-01 1.696875e-02) (8.751880e-03 2.155168e-03 1.696877e-04))
